-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;13;15;15;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;15;21;21;20;15;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;19;22;22;21;18;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;11;22;23;23;22;21;16;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;9;11;13;22;32;33;24;22;17;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;11;12;14;20;33;42;35;26;20;16;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;11;13;14;21;27;43;36;26;20;15;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;12;14;15;22;28;33;43;35;26;20;15;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;9;13;15;21;29;35;39;44;34;27;21;15;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;11;14;15;22;30;36;37;37;33;28;21;16;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32
