-99;-99;-99;-99;-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-99;-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-32;-32;-32;-32;-32;42;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-32;-32;-32;-32;-32;-32;40;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;38;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;6;7;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;36;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;8;8;9;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;34;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;8;10;10;11;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;9;11;12;12;-99;19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;10;13;14;14;-99;22;23;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;11;14;15;20;25;27;28;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;14;16;17;22;28;31;30;30;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;14;18;19;26;31;34;34;32;27;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;14;19;20;26;32;37;33;26;25;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;14;19;21;26;33;38;29;27;21;19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;13;19;21;26;33;38;29;22;20;15;13;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;14;19;26;26;30;22;16;14;12;10;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;13;17;18;23;22;16;13;11;8;6;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;12;14;15;16;18;17;13;9;7;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;13;11;11;11;13;8;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;9;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
-99;-99;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-32;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
